"Add configurable attributes to the existing Attribute Set","Add configurable attributes to the existing Attribute Set",module,Magento_ConfigurableProduct
"Choose existing Attribute Set","Choose existing Attribute Set",module,Magento_ConfigurableProduct
Save,Save,module,Magento_ConfigurableProduct
"Save options","Save options",module,Magento_ConfigurableProduct
"Save & New","Save & New",module,Magento_ConfigurableProduct
"Save & Duplicate","Save & Duplicate",module,Magento_ConfigurableProduct
"Save & Close","Save & Close",module,Magento_ConfigurableProduct
Configurations,Configurations,module,Magento_ConfigurableProduct
"Attribute Values","Attribute Values",module,Magento_ConfigurableProduct
"Bulk Images &amp; Price","Bulk Images &amp; Price",module,Magento_ConfigurableProduct
"Create New Attribute","Create New Attribute",module,Magento_ConfigurableProduct
"Select Attributes","Select Attributes",module,Magento_ConfigurableProduct
Summary,Summary,module,Magento_ConfigurableProduct
"Choose an Option...","Choose an Option...",module,Magento_ConfigurableProduct
"The value of attribute """"%1"""" must be unique","The value of attribute """"%1"""" must be unique",module,Magento_ConfigurableProduct
"This attribute is used in configurable products.","This attribute is used in configurable products.",module,Magento_ConfigurableProduct
"The product is already attached.","The product is already attached.",module,Magento_ConfigurableProduct
"The parent product doesn't have configurable product options.","The parent product doesn't have configurable product options.",module,Magento_ConfigurableProduct
"The child product doesn't have the ""%1"" attribute value. Verify the value and try again.","The child product doesn't have the ""%1"" attribute value. Verify the value and try again.",module,Magento_ConfigurableProduct
"The product with the ""%1"" SKU isn't a configurable product.","The product with the ""%1"" SKU isn't a configurable product.",module,Magento_ConfigurableProduct
"The option that was requested doesn't exist. Verify the entity and try again.","The option that was requested doesn't exist. Verify the entity and try again.",module,Magento_ConfigurableProduct
"The ""%1"" entity that was requested doesn't exist. Verify the entity and try again.","The ""%1"" entity that was requested doesn't exist. Verify the entity and try again.",module,Magento_ConfigurableProduct
"The variations from the ""%1"" product can't be deleted.","The variations from the ""%1"" product can't be deleted.",module,Magento_ConfigurableProduct
"The option with ""%1"" ID can't be deleted.","The option with ""%1"" ID can't be deleted.",module,Magento_ConfigurableProduct
"Option with id ""%1"" not found","Option with id ""%1"" not found",module,Magento_ConfigurableProduct
"An error occurred while saving the option. Please try to save again.","An error occurred while saving the option. Please try to save again.",module,Magento_ConfigurableProduct
"This is implemented for the ""%1"" configurable product only.","This is implemented for the ""%1"" configurable product only.",module,Magento_ConfigurableProduct
"Option attribute ID is not specified.","Option attribute ID is not specified.",module,Magento_ConfigurableProduct
"Option label is not specified.","Option label is not specified.",module,Magento_ConfigurableProduct
"Option values are not specified.","Option values are not specified.",module,Magento_ConfigurableProduct
"Value index is not specified for an option.","Value index is not specified for an option.",module,Magento_ConfigurableProduct
"Product with id ""%1"" does not contain required attribute ""%2"".","Product with id ""%1"" does not contain required attribute ""%2"".",module,Magento_ConfigurableProduct
"Products ""%1"" and ""%2"" have the same set of attribute values.","Products ""%1"" and ""%2"" have the same set of attribute values.",module,Magento_ConfigurableProduct
"You can't add the item to shopping cart.","You can't add the item to shopping cart.",module,Magento_ConfigurableProduct
"You need to choose options for your item.","You need to choose options for your item.",module,Magento_ConfigurableProduct
"Some product variations fields are not valid.","Some product variations fields are not valid.",module,Magento_ConfigurableProduct
"Contribution must have attributes specified. Enter attributes and try again.","Contribution must have attributes specified. Enter attributes and try again.",module,Magento_ConfigurableProduct
"Filter %1 doesn't implement %2","Filter %1 doesn't implement %2",module,Magento_ConfigurableProduct
"Type %1 is not an instance of %2","Type %1 is not an instance of %2",module,Magento_ConfigurableProduct
"Choose Affected Attribute Set","Choose Affected Attribute Set",module,Magento_ConfigurableProduct
"Add configurable attributes to the current Attribute Set","Add configurable attributes to the current Attribute Set",module,Magento_ConfigurableProduct
Confirm,Confirm,module,Magento_ConfigurableProduct
"New Attribute Set Name","New Attribute Set Name",module,Magento_ConfigurableProduct
"Select Associated Product","Select Associated Product",module,Magento_ConfigurableProduct
Done,Done,module,Magento_ConfigurableProduct
"Choose a new product to delete and replace the current product configuration.","Choose a new product to delete and replace the current product configuration.",module,Magento_ConfigurableProduct
"For better results, add attributes and attribute values to your products.","For better results, add attributes and attribute values to your products.",module,Magento_ConfigurableProduct
"Configurable products allow customers to choose options (Ex: shirt color). You need to create a simple product for each configuration (Ex: a product for each color).","Configurable products allow customers to choose options (Ex: shirt color). You need to create a simple product for each configuration (Ex: a product for each color).",module,Magento_ConfigurableProduct
"Configurations cannot be created for a standard product with downloadable files. To create configurations, first remove all downloadable files.","Configurations cannot be created for a standard product with downloadable files. To create configurations, first remove all downloadable files.",module,Magento_ConfigurableProduct
"Add Products Manually","Add Products Manually",module,Magento_ConfigurableProduct
"Create Configurations","Create Configurations",module,Magento_ConfigurableProduct
"Current Variations","Current Variations",module,Magento_ConfigurableProduct
Image,Image,module,Magento_ConfigurableProduct
Name,Name,module,Magento_ConfigurableProduct
SKU,SKU,module,Magento_ConfigurableProduct
Price,Price,module,Magento_ConfigurableProduct
Quantity,Quantity,module,Magento_ConfigurableProduct
Weight,Weight,module,Magento_ConfigurableProduct
Status,Status,module,Magento_ConfigurableProduct
Attributes,Attributes,module,Magento_ConfigurableProduct
Actions,Actions,module,Magento_ConfigurableProduct
"Custom options with price type ""percent"" is not available for configurable product.","Custom options with price type ""percent"" is not available for configurable product.",module,Magento_ConfigurableProduct
"This group contains attributes used in configurable products. Please move these attributes to another group and try again.","This group contains attributes used in configurable products. Please move these attributes to another group and try again.",module,Magento_ConfigurableProduct
"This attribute is used in configurable products. You cannot remove it from the attribute set.","This attribute is used in configurable products. You cannot remove it from the attribute set.",module,Magento_ConfigurableProduct
"Associated Products","Associated Products",module,Magento_ConfigurableProduct
"Step 2: Attribute Values","Step 2: Attribute Values",module,Magento_ConfigurableProduct
"Select values from each attribute to include in this product. Each unique combination of values creates a unique product SKU.","Select values from each attribute to include in this product. Each unique combination of values creates a unique product SKU.",module,Magento_ConfigurableProduct
"Sort Variations","Sort Variations",module,Magento_ConfigurableProduct
Options,Options,module,Magento_ConfigurableProduct
"Select All","Select All",module,Magento_ConfigurableProduct
"Deselect All","Deselect All",module,Magento_ConfigurableProduct
"Remove Attribute","Remove Attribute",module,Magento_ConfigurableProduct
"Save Option","Save Option",module,Magento_ConfigurableProduct
"Remove Option","Remove Option",module,Magento_ConfigurableProduct
"Create New Value","Create New Value",module,Magento_ConfigurableProduct
"Step 3: Bulk Images, Price and Quantity","Step 3: Bulk Images, Price and Quantity",module,Magento_ConfigurableProduct
"Based on your selections %1 new products will be created. Use this step to customize images and price for your new products.","Based on your selections %1 new products will be created. Use this step to customize images and price for your new products.",module,Magento_ConfigurableProduct
Images,Images,module,Magento_ConfigurableProduct
"Apply single set of images to all SKUs","Apply single set of images to all SKUs",module,Magento_ConfigurableProduct
"Apply unique images by attribute to each SKU","Apply unique images by attribute to each SKU",module,Magento_ConfigurableProduct
"Skip image uploading at this time","Skip image uploading at this time",module,Magento_ConfigurableProduct
"Browse Files...","Browse Files...",module,Magento_ConfigurableProduct
"Browse to find or drag image here","Browse to find or drag image here",module,Magento_ConfigurableProduct
"Remove image","Remove image",module,Magento_ConfigurableProduct
Hidden,Hidden,module,Magento_ConfigurableProduct
"Alt Text","Alt Text",module,Magento_ConfigurableProduct
Role,Role,module,Magento_ConfigurableProduct
"Image Size","Image Size",module,Magento_ConfigurableProduct
{size},{size},module,Magento_ConfigurableProduct
"Image Resolution","Image Resolution",module,Magento_ConfigurableProduct
"{width}^{height} px","{width}^{height} px",module,Magento_ConfigurableProduct
"Hide from Product Page","Hide from Product Page",module,Magento_ConfigurableProduct
"Select attribute","Select attribute",module,Magento_ConfigurableProduct
Select,Select,module,Magento_ConfigurableProduct
"Apply single price to all SKUs","Apply single price to all SKUs",module,Magento_ConfigurableProduct
"Apply unique prices by attribute to each SKU","Apply unique prices by attribute to each SKU",module,Magento_ConfigurableProduct
"Skip price at this time","Skip price at this time",module,Magento_ConfigurableProduct
"Apply single quantity to each SKUs","Apply single quantity to each SKUs",module,Magento_ConfigurableProduct
"Apply unique quantity by attribute to each SKU","Apply unique quantity by attribute to each SKU",module,Magento_ConfigurableProduct
"Skip quantity at this time","Skip quantity at this time",module,Magento_ConfigurableProduct
"Step 1: Select Attributes","Step 1: Select Attributes",module,Magento_ConfigurableProduct
"Selected Attributes:","Selected Attributes:",module,Magento_ConfigurableProduct
"Step 4: Summary","Step 4: Summary",module,Magento_ConfigurableProduct
"Configurable products allow customers to choose options (Ex: shirt color).
            You need to create a simple product for each configuration (Ex: a product for each color).","Configurable products allow customers to choose options (Ex: shirt color).
            You need to create a simple product for each configuration (Ex: a product for each color).",module,Magento_ConfigurableProduct
"Edit Configurations","Edit Configurations",module,Magento_ConfigurableProduct
"Upload Image","Upload Image",module,Magento_ConfigurableProduct
"Upload image","Upload image",module,Magento_ConfigurableProduct
"No Image","No Image",module,Magento_ConfigurableProduct
"Choose a different Product","Choose a different Product",module,Magento_ConfigurableProduct
"Remove Product","Remove Product",module,Magento_ConfigurableProduct
"Create Product Configurations","Create Product Configurations",module,Magento_ConfigurableProduct
Cancel,Cancel,module,Magento_ConfigurableProduct
"As low as","As low as",module,Magento_ConfigurableProduct
"Regular Price","Regular Price",module,Magento_ConfigurableProduct
"Excl. Tax","Excl. Tax",module,Magento_ConfigurableProduct
"Buy %1 for %2 each and","Buy %1 for %2 each and",module,Magento_ConfigurableProduct
save,save,module,Magento_ConfigurableProduct
"Page not found.","Page not found.",module,Magento_Contact
"Thanks for contacting us with your comments and questions. We'll respond to you very soon.","Thanks for contacting us with your comments and questions. We'll respond to you very soon.",module,Magento_Contact
"An error occurred while processing your form. Please try again later.","An error occurred while processing your form. Please try again later.",module,Magento_Contact
"Enter the Name and try again.","Enter the Name and try again.",module,Magento_Contact
"Enter the comment and try again.","Enter the comment and try again.",module,Magento_Contact
"The email address is invalid. Verify the email address and try again.","The email address is invalid. Verify the email address and try again.",module,Magento_Contact
"* Required Fields","* Required Fields",module,Magento_Contact
"Write Us","Write Us",module,Magento_Contact
"Jot us a note and we’ll get back to you as quickly as possible.","Jot us a note and we’ll get back to you as quickly as possible.",module,Magento_Contact
Name,Name,module,Magento_Contact
Email,Email,module,Magento_Contact
"Phone Number","Phone Number",module,Magento_Contact
"What’s on your mind?","What’s on your mind?",module,Magento_Contact
Submit,Submit,module,Magento_Contact
"Invalid domain name: %1","Invalid domain name: %1",module,Magento_Cookie
"Invalid cookie lifetime: %1","Invalid cookie lifetime: %1",module,Magento_Cookie
"Invalid cookie path","Invalid cookie path",module,Magento_Cookie
"We use cookies to make your experience better.","We use cookies to make your experience better.",module,Magento_Cookie
"To comply with the new e-Privacy directive, we need to ask for your consent to set the cookies.","To comply with the new e-Privacy directive, we need to ask for your consent to set the cookies.",module,Magento_Cookie
"<a href=""%1"">Learn more</a>.","<a href=""%1"">Learn more</a>.",module,Magento_Cookie
"Allow Cookies","Allow Cookies",module,Magento_Cookie
"We can't save the cron expression.","We can't save the cron expression.",module,Magento_Cron
Daily,Daily,module,Magento_Cron
Weekly,Weekly,module,Magento_Cron
Monthly,Monthly,module,Magento_Cron
"Invalid cron expression: %1","Invalid cron expression: %1",module,Magento_Cron
"Invalid cron expression, expecting 'match/modulus': %1","Invalid cron expression, expecting 'match/modulus': %1",module,Magento_Cron
"Invalid cron expression, expecting numeric modulus: %1","Invalid cron expression, expecting numeric modulus: %1",module,Magento_Cron
"Invalid cron expression, expecting 'from-to' structure: %1","Invalid cron expression, expecting 'from-to' structure: %1",module,Magento_Cron
"Could not acquire lock for cron job: %1","Could not acquire lock for cron job: %1",module,Magento_Cron
"Some error","Some error",module,Magento_Cron
"Save Currency Rates","Save Currency Rates",module,Magento_CurrencySymbol
Options,Options,module,Magento_CurrencySymbol
Reset,Reset,module,Magento_CurrencySymbol
Import,Import,module,Magento_CurrencySymbol
"Manage Currency Rates","Manage Currency Rates",module,Magento_CurrencySymbol
"Import Service","Import Service",module,Magento_CurrencySymbol
"Save Currency Symbols","Save Currency Symbols",module,Magento_CurrencySymbol
"Currency Symbols","Currency Symbols",module,Magento_CurrencySymbol
"Use Standard","Use Standard",module,Magento_CurrencySymbol
"The Import Service is incorrect. Verify the service and try again.","The Import Service is incorrect. Verify the service and try again.",module,Magento_CurrencySymbol
"The import model can't be initialized. Verify the model and try again.","The import model can't be initialized. Verify the model and try again.",module,Magento_CurrencySymbol
"Click ""Save"" to apply the rates we found.","Click ""Save"" to apply the rates we found.",module,Magento_CurrencySymbol
"Currency Rates","Currency Rates",module,Magento_CurrencySymbol
"Please correct the input data for ""%1 => %2"" rate.","Please correct the input data for ""%1 => %2"" rate.",module,Magento_CurrencySymbol
"All valid rates have been saved.","All valid rates have been saved.",module,Magento_CurrencySymbol
System,System,module,Magento_CurrencySymbol
"You applied the custom currency symbols.","You applied the custom currency symbols.",module,Magento_CurrencySymbol
"You must first configure currency options before being able to see currency rates.","You must first configure currency options before being able to see currency rates.",module,Magento_CurrencySymbol
"Old rate:","Old rate:",module,Magento_CurrencySymbol
"The current customer isn't authorized.","The current customer isn't authorized.",module,Magento_CustomerDownloadableGraphQl
Unlimited,Unlimited,module,Magento_CustomerDownloadableGraphQl
"Required parameters are missing: %1","Required parameters are missing: %1",module,Magento_CustomerGraphQl
"Customer Address %1 is set as default billing address and can not be deleted","Customer Address %1 is set as default billing address and can not be deleted",module,Magento_CustomerGraphQl
"Customer Address %1 is set as default shipping address and can not be deleted","Customer Address %1 is set as default shipping address and can not be deleted",module,Magento_CustomerGraphQl
"Could not find a address with ID ""%address_id""","Could not find a address with ID ""%address_id""",module,Magento_CustomerGraphQl
"Current customer does not have permission to address with ID ""%address_id""","Current customer does not have permission to address with ID ""%address_id""",module,Magento_CustomerGraphQl
"The region_id does not match the selected country or region","The region_id does not match the selected country or region",module,Magento_CustomerGraphQl
"A region_id is required for the specified country code","A region_id is required for the specified country code",module,Magento_CustomerGraphQl
"The specified region is not a part of the selected country or region","The specified region is not a part of the selected country or region",module,Magento_CustomerGraphQl
"Customer with id ""%customer_id"" does not exist.","Customer with id ""%customer_id"" does not exist.",module,Magento_CustomerGraphQl
"The account is locked.","The account is locked.",module,Magento_CustomerGraphQl
"This account isn't confirmed. Verify and try again.","This account isn't confirmed. Verify and try again.",module,Magento_CustomerGraphQl
"A customer with the same email address already exists in an associated website.","A customer with the same email address already exists in an associated website.",module,Magento_CustomerGraphQl
"Provide the current ""password"" to change ""email"".","Provide the current ""password"" to change ""email"".",module,Magento_CustomerGraphQl
"""%1"" is not a valid email address.","""%1"" is not a valid email address.",module,Magento_CustomerGraphQl
"""%1"" is not a valid gender value.","""%1"" is not a valid gender value.",module,Magento_CustomerGraphQl
"The current customer isn't authorized.","The current customer isn't authorized.",module,Magento_CustomerGraphQl
"Specify the ""currentPassword"" value.","Specify the ""currentPassword"" value.",module,Magento_CustomerGraphQl
"Specify the ""newPassword"" value.","Specify the ""newPassword"" value.",module,Magento_CustomerGraphQl
"""input"" value should be specified","""input"" value should be specified",module,Magento_CustomerGraphQl
"""model"" value should be specified","""model"" value should be specified",module,Magento_CustomerGraphQl
"Specify the ""email"" value.","Specify the ""email"" value.",module,Magento_CustomerGraphQl
"Specify the ""password"" value.","Specify the ""password"" value.",module,Magento_CustomerGraphQl
"Email must be specified","Email must be specified",module,Magento_CustomerGraphQl
"Email is invalid","Email is invalid",module,Magento_CustomerGraphQl
"Store not found","Store not found",module,Magento_CustomerGraphQl
"You must specify an email address.","You must specify an email address.",module,Magento_CustomerGraphQl
"The email address has an invalid format.","The email address has an invalid format.",module,Magento_CustomerGraphQl
"Cannot reset the customer's password","Cannot reset the customer's password",module,Magento_CustomerGraphQl
"The account is locked","The account is locked",module,Magento_CustomerGraphQl
"resetPasswordToken must be specified","resetPasswordToken must be specified",module,Magento_CustomerGraphQl
"newPassword must be specified","newPassword must be specified",module,Magento_CustomerGraphQl
"Cannot set the customer's password","Cannot set the customer's password",module,Magento_CustomerGraphQl
"Address ""id"" value must be specified","Address ""id"" value must be specified",module,Magento_CustomerGraphQl
"""input"" value must be specified","""input"" value must be specified",module,Magento_CustomerGraphQl
"Please specify a website.","Please specify a website.",module,Magento_CustomerImportExport
"An email wasn't specified. Enter the email and try again.","An email wasn't specified. Enter the email and try again.",module,Magento_CustomerImportExport
"We found an invalid value in a website column.","We found an invalid value in a website column.",module,Magento_CustomerImportExport
"Please enter a valid email.","Please enter a valid email.",module,Magento_CustomerImportExport
"Please make sure attribute ""%s"" is not empty.","Please make sure attribute ""%s"" is not empty.",module,Magento_CustomerImportExport
"We can't find a customer who matches this email and website code.","We can't find a customer who matches this email and website code.",module,Magento_CustomerImportExport
"Customer address id column is not specified","Customer address id column is not specified",module,Magento_CustomerImportExport
"We can't find that customer address.","We can't find that customer address.",module,Magento_CustomerImportExport
"Please enter a valid region.","Please enter a valid region.",module,Magento_CustomerImportExport
"We found another row with this email, website and address ID combination.","We found another row with this email, website and address ID combination.",module,Magento_CustomerImportExport
"This email is found more than once in the import file.","This email is found more than once in the import file.",module,Magento_CustomerImportExport
"Orphan rows that will be skipped due default row errors","Orphan rows that will be skipped due default row errors",module,Magento_CustomerImportExport
"Invalid value in Store column (store does not exists?)","Invalid value in Store column (store does not exists?)",module,Magento_CustomerImportExport
"We can't find that email and website combination.","We can't find that email and website combination.",module,Magento_CustomerImportExport
"Please enter a password with a valid length.","Please enter a password with a valid length.",module,Magento_CustomerImportExport
"Sign Out","Sign Out",module,Magento_Customer
"Sign In","Sign In",module,Magento_Customer
"You are subscribed to our newsletter.","You are subscribed to our newsletter.",module,Magento_Customer
"You aren't subscribed to our newsletter.","You aren't subscribed to our newsletter.",module,Magento_Customer
"You have not set a default shipping address.","You have not set a default shipping address.",module,Magento_Customer
"You have not set a default billing address.","You have not set a default billing address.",module,Magento_Customer
"Address Book","Address Book",module,Magento_Customer
"Edit Address","Edit Address",module,Magento_Customer
"Add New Address","Add New Address",module,Magento_Customer
"Customer not logged in","Customer not logged in",module,Magento_Customer
region,region,module,Magento_Customer
"Create Order","Create Order",module,Magento_Customer
"Save Customer","Save Customer",module,Magento_Customer
"Delete Customer","Delete Customer",module,Magento_Customer
"Reset Password","Reset Password",module,Magento_Customer
"Are you sure you want to revoke the customer's tokens?","Are you sure you want to revoke the customer's tokens?",module,Magento_Customer
"Force Sign-In","Force Sign-In",module,Magento_Customer
"New Customer","New Customer",module,Magento_Customer
"Save and Continue Edit","Save and Continue Edit",module,Magento_Customer
Cancel,Cancel,module,Magento_Customer
Delete,Delete,module,Magento_Customer
Save,Save,module,Magento_Customer
Back,Back,module,Magento_Customer
"Please select","Please select",module,Magento_Customer
Reset,Reset,module,Magento_Customer
ID,ID,module,Magento_Customer
Product,Product,module,Magento_Customer
SKU,SKU,module,Magento_Customer
Quantity,Quantity,module,Magento_Customer
Price,Price,module,Magento_Customer
Total,Total,module,Magento_Customer
Action,Action,module,Magento_Customer
Configure,Configure,module,Magento_Customer
"Shopping Cart from %1","Shopping Cart from %1",module,Magento_Customer
Newsletter,Newsletter,module,Magento_Customer
"Newsletter Information","Newsletter Information",module,Magento_Customer
"Subscribed to Newsletter","Subscribed to Newsletter",module,Magento_Customer
"Subscribed on Store View","Subscribed on Store View",module,Magento_Customer
"Last Date Subscribed","Last Date Subscribed",module,Magento_Customer
"Last Date Unsubscribed","Last Date Unsubscribed",module,Magento_Customer
"No Newsletter Found","No Newsletter Found",module,Magento_Customer
"Start date","Start date",module,Magento_Customer
"End Date","End Date",module,Magento_Customer
"Receive Date","Receive Date",module,Magento_Customer
Subject,Subject,module,Magento_Customer
"Store View","Store View",module,Magento_Customer
Status,Status,module,Magento_Customer
Sent,Sent,module,Magento_Customer
"Not Sent","Not Sent",module,Magento_Customer
Sending,Sending,module,Magento_Customer
Paused,Paused,module,Magento_Customer
View,View,module,Magento_Customer
Unknown,Unknown,module,Magento_Customer
"Order #","Order #",module,Magento_Customer
Purchased,Purchased,module,Magento_Customer
"Bill-to Name","Bill-to Name",module,Magento_Customer
"Ship-to Name","Ship-to Name",module,Magento_Customer
"Order Total","Order Total",module,Magento_Customer
"Purchase Point","Purchase Point",module,Magento_Customer
"Customer View","Customer View",module,Magento_Customer
"There are no items in customer's shopping cart.","There are no items in customer's shopping cart.",module,Magento_Customer
Qty,Qty,module,Magento_Customer
Confirmed,Confirmed,module,Magento_Customer
"Confirmation Required","Confirmation Required",module,Magento_Customer
"Confirmation Not Required","Confirmation Not Required",module,Magento_Customer
Indeterminate,Indeterminate,module,Magento_Customer
"The customer does not have default billing address.","The customer does not have default billing address.",module,Magento_Customer
Offline,Offline,module,Magento_Customer
Online,Online,module,Magento_Customer
Never,Never,module,Magento_Customer
Unlocked,Unlocked,module,Magento_Customer
Locked,Locked,module,Magento_Customer
"Deleted Stores","Deleted Stores",module,Magento_Customer
"Add Locale","Add Locale",module,Magento_Customer
"Add Date","Add Date",module,Magento_Customer
"Days in Wish List","Days in Wish List",module,Magento_Customer
Unlock,Unlock,module,Magento_Customer
No,No,module,Magento_Customer
Yes,Yes,module,Magento_Customer
"Delete File","Delete File",module,Magento_Customer
Download,Download,module,Magento_Customer
"Delete Image","Delete Image",module,Magento_Customer
"View Full Size","View Full Size",module,Magento_Customer
Website,Website,module,Magento_Customer
Subscribed,Subscribed,module,Magento_Customer
"Last Updated At","Last Updated At",module,Magento_Customer
"All countries","All countries",module,Magento_Customer
"Customer Groups","Customer Groups",module,Magento_Customer
"Add New Customer Group","Add New Customer Group",module,Magento_Customer
"Save Customer Group","Save Customer Group",module,Magento_Customer
"Delete Customer Group","Delete Customer Group",module,Magento_Customer
"New Customer Group","New Customer Group",module,Magento_Customer
"Edit Customer Group ""%1""","Edit Customer Group ""%1""",module,Magento_Customer
"Group Information","Group Information",module,Magento_Customer
"Group Name","Group Name",module,Magento_Customer
"Maximum length must be less then %1 characters.","Maximum length must be less then %1 characters.",module,Magento_Customer
"Tax Class","Tax Class",module,Magento_Customer
"Excluded Website(s)","Excluded Website(s)",module,Magento_Customer
"Select websites you want to exclude from this customer group.","Select websites you want to exclude from this customer group.",module,Magento_Customer
"The customer is now assigned to Customer Group %s.","The customer is now assigned to Customer Group %s.",module,Magento_Customer
"Would you like to change the Customer Group for this order?","Would you like to change the Customer Group for this order?",module,Magento_Customer
"The VAT ID is valid.","The VAT ID is valid.",module,Magento_Customer
"The VAT ID entered (%s) is not a valid VAT ID.","The VAT ID entered (%s) is not a valid VAT ID.",module,Magento_Customer
"The VAT ID is valid. The current Customer Group will be used.","The VAT ID is valid. The current Customer Group will be used.",module,Magento_Customer
"The VAT ID is valid but no Customer Group is assigned for it.","The VAT ID is valid but no Customer Group is assigned for it.",module,Magento_Customer
"Based on the VAT ID, the customer belongs to the Customer Group %s.","Based on the VAT ID, the customer belongs to the Customer Group %s.",module,Magento_Customer
"Something went wrong while validating the VAT ID.","Something went wrong while validating the VAT ID.",module,Magento_Customer
"The customer would belong to Customer Group %s.","The customer would belong to Customer Group %s.",module,Magento_Customer
"There was an error detecting Customer Group.","There was an error detecting Customer Group.",module,Magento_Customer
"Validate VAT Number","Validate VAT Number",module,Magento_Customer
"Date of Birth","Date of Birth",module,Magento_Customer
Done,Done,module,Magento_Customer
Prev,Prev,module,Magento_Customer
Next,Next,module,Magento_Customer
Today,Today,module,Magento_Customer
"Bad request.","Bad request.",module,Magento_Customer
"This confirmation key is invalid or has expired.","This confirmation key is invalid or has expired.",module,Magento_Customer
"There was an error confirming the account","There was an error confirming the account",module,Magento_Customer
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your shipping address for proper VAT calculation.' 'If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your billing address for proper VAT calculation.","If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your shipping address for proper VAT calculation.' 'If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your billing address for proper VAT calculation.",module,Magento_Customer
"Thank you for registering with %1.","Thank you for registering with %1.",module,Magento_Customer
"Please check your email for confirmation key.","Please check your email for confirmation key.",module,Magento_Customer
"This email does not require confirmation.","This email does not require confirmation.",module,Magento_Customer
"Wrong email.","Wrong email.",module,Magento_Customer
"Your password reset link has expired.","Your password reset link has expired.",module,Magento_Customer
"Invalid Form Key. Please refresh the page.","Invalid Form Key. Please refresh the page.",module,Magento_Customer
"We can't save the customer.","We can't save the customer.",module,Magento_Customer
"Please make sure your passwords match.","Please make sure your passwords match.",module,Magento_Customer
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your shipping address for proper VAT calculation.","If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your shipping address for proper VAT calculation.",module,Magento_Customer
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your billing address for proper VAT calculation.","If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your billing address for proper VAT calculation.",module,Magento_Customer
"You saved the account information.","You saved the account information.",module,Magento_Customer
"The account sign-in was incorrect or your account is disabled temporarily. Please wait and try again later.","The account sign-in was incorrect or your account is disabled temporarily. Please wait and try again later.",module,Magento_Customer
"Password confirmation doesn't match entered password.","Password confirmation doesn't match entered password.",module,Magento_Customer
"The password doesn't match this account. Verify the password and try again.","The password doesn't match this account. Verify the password and try again.",module,Magento_Customer
"The email address is incorrect. Verify the email address and try again.","The email address is incorrect. Verify the email address and try again.",module,Magento_Customer
"We're unable to send the password reset email.","We're unable to send the password reset email.",module,Magento_Customer
"Please enter your email.","Please enter your email.",module,Magento_Customer
"If there is an account associated with %1 you will receive an email with a link to reset your password.","If there is an account associated with %1 you will receive an email with a link to reset your password.",module,Magento_Customer
"An unspecified error occurred. Please contact us for assistance.","An unspecified error occurred. Please contact us for assistance.",module,Magento_Customer
"A login and a password are required.","A login and a password are required.",module,Magento_Customer
"New Password and Confirm New Password values didn't match.","New Password and Confirm New Password values didn't match.",module,Magento_Customer
"Please enter a new password.","Please enter a new password.",module,Magento_Customer
"You updated your password.","You updated your password.",module,Magento_Customer
"Something went wrong while saving the new password.","Something went wrong while saving the new password.",module,Magento_Customer
"You deleted the address.","You deleted the address.",module,Magento_Customer
"We can't delete the address right now.","We can't delete the address right now.",module,Magento_Customer
"No files for upload.","No files for upload.",module,Magento_Customer
"Address not found.","Address not found.",module,Magento_Customer
"You saved the address.","You saved the address.",module,Magento_Customer
"We can't save the address.","We can't save the address.",module,Magento_Customer
"There is no address id in setting default billing address.","There is no address id in setting default billing address.",module,Magento_Customer
"Default billing address has been changed.","Default billing address has been changed.",module,Magento_Customer
"We can't change default billing address right now.","We can't change default billing address right now.",module,Magento_Customer
"There is no address id in setting default shipping address.","There is no address id in setting default shipping address.",module,Magento_Customer
"Default shipping address has been changed.","Default shipping address has been changed.",module,Magento_Customer
"We can't change default shipping address right now.","We can't change default shipping address right now.",module,Magento_Customer
"A total of %1 record(s) have been deleted.","A total of %1 record(s) have been deleted.",module,Magento_Customer
"There is no such address entity to delete.","There is no such address entity to delete.",module,Magento_Customer
"We can't mass delete the addresses right now.","We can't mass delete the addresses right now.",module,Magento_Customer
"Customer address has been updated.","Customer address has been updated.",module,Magento_Customer
"New customer address has been added.","New customer address has been added.",module,Magento_Customer
"There is no customer with such id.","There is no customer with such id.",module,Magento_Customer
"We can't change customer address right now.","We can't change customer address right now.",module,Magento_Customer
"Page not found.","Page not found.",module,Magento_Customer
"The customer ID isn't defined.","The customer ID isn't defined.",module,Magento_Customer
"The quote items are incorrect. Verify the quote items and try again.","The quote items are incorrect. Verify the quote items and try again.",module,Magento_Customer
"You have revoked the customer's tokens.","You have revoked the customer's tokens.",module,Magento_Customer
"We can't find a customer to revoke.","We can't find a customer to revoke.",module,Magento_Customer
"Something went wrong while saving file.","Something went wrong while saving file.",module,Magento_Customer
"You deleted the customer group.","You deleted the customer group.",module,Magento_Customer
"The customer group no longer exists.","The customer group no longer exists.",module,Magento_Customer
